slot_id,date,time,center,vehicle_name,status,is_high_risk_reserve,priority_level
829,2025-12-18,09:30,MyCarHelpline - Hiranandani,,available,True,emergency
830,2025-12-18,09:30,CarFix - Chandivali,,available,True,emergency
831,2025-12-18,09:30,Bosch - Kurla,,available,True,emergency
832,2025-12-18,09:30,CarWale - Ghatkopar West,,available,True,emergency
833,2025-12-18,10:30,CarWale Service - Chembur,,available,True,emergency
834,2025-12-18,10:30,GoMechanic - Chembur East,,available,True,emergency
835,2025-12-18,10:30,MyTVS - Tilak Nagar,,available,False,normal
836,2025-12-18,10:30,Pitstop - Ghatkopar,,available,False,normal
837,2025-12-18,10:30,CarCrew - Vikhroli,,available,False,normal
838,2025-12-18,10:30,Bosch Car Service - Mulund,,available,False,normal
839,2025-12-18,10:30,MyCarHelpline - Kanjurmarg,,available,False,normal
840,2025-12-18,10:30,GoMechanic - Bhandup,,available,False,normal
841,2025-12-18,10:30,Autofit - Nahur,,available,False,normal
842,2025-12-18,10:30,CarFix - Vikhroli West,,available,False,normal
843,2025-12-18,10:30,GoMechanic - Andheri East,,available,False,normal
844,2025-12-18,10:30,Pitstop - Andheri West,,available,False,normal
845,2025-12-18,10:30,CarCrew - Malad West,,available,False,normal
846,2025-12-18,10:30,MyTVS - Goregaon East,,available,False,normal
847,2025-12-18,10:30,Bosch - Borivali West,,available,False,normal
848,2025-12-18,10:30,CarDekho - Kandivali,,available,False,normal
849,2025-12-18,10:30,Pitstop - Juhu,,available,False,normal
850,2025-12-18,10:30,GoMechanic - Santacruz,,available,True,emergency
851,2025-12-18,10:30,MyTVS - Bandra East,,available,True,emergency
852,2025-12-18,10:30,Autofit - Khar West,,available,True,emergency
853,2025-12-18,10:30,CarWale - Lokhandwala,,available,True,emergency
854,2025-12-18,10:30,CarFix - Versova,,available,True,emergency
855,2025-12-18,10:30,CarFix - Dadar,,available,True,emergency
856,2025-12-18,10:30,MyTVS - Sion,,available,True,emergency
857,2025-12-18,10:30,Bosch Car Service - Parel,,available,True,emergency
858,2025-12-18,10:30,CarDekho - Bandra West,,available,True,emergency
859,2025-12-18,10:30,Pitstop - Worli,,available,True,emergency
860,2025-12-18,10:30,GoMechanic - Lower Parel,,available,False,normal
861,2025-12-18,10:30,MyCarHelpline - Matunga,,available,False,normal
862,2025-12-18,10:30,CarCrew - Prabhadevi,,available,False,normal
863,2025-12-18,10:30,MyTVS - Thane West,,available,False,normal
864,2025-12-18,10:30,Bosch - Thane East,,available,False,normal
865,2025-12-18,10:30,Pitstop - Ghodbunder,,available,False,normal
866,2025-12-18,10:30,GoMechanic - Wagle Estate,,available,False,normal
867,2025-12-18,10:30,CarWale - Kalwa,,available,False,normal
868,2025-12-18,10:30,Autofit - Pokhran Road,,available,False,normal
869,2025-12-18,10:30,CarFix - Kasarvadavali,,available,False,normal
870,2025-12-18,10:30,MyTVS - Manpada,,available,False,normal
871,2025-12-18,10:30,Bosch - Vashi,,available,False,normal
872,2025-12-18,10:30,CarWale - Nerul,,available,False,normal
873,2025-12-18,10:30,Pitstop - Sanpada,,available,False,normal
874,2025-12-18,10:30,GoMechanic - Airoli,,available,False,normal
875,2025-12-18,10:30,MyTVS - Rabale,,available,True,emergency
876,2025-12-18,10:30,CarCrew - Ghansoli,,available,True,emergency
877,2025-12-18,10:30,Autofit - Koparkhairne,,available,True,emergency
878,2025-12-18,10:30,CarDekho - Panvel,,available,True,emergency
879,2025-12-18,10:30,Pitstop - Powai,,available,True,emergency
880,2025-12-18,10:30,GoMechanic - JVLR,,available,True,emergency
881,2025-12-18,10:30,MyCarHelpline - Hiranandani,,available,True,emergency
882,2025-12-18,10:30,CarFix - Chandivali,,available,True,emergency
883,2025-12-18,10:30,Bosch - Kurla,,available,True,emergency
884,2025-12-18,10:30,CarWale - Ghatkopar West,,available,True,emergency
885,2025-12-18,14:00,CarWale Service - Chembur,,available,False,normal
886,2025-12-18,14:00,GoMechanic - Chembur East,,available,False,normal
887,2025-12-18,14:00,MyTVS - Tilak Nagar,,available,False,normal
888,2025-12-18,14:00,Pitstop - Ghatkopar,,available,False,normal
889,2025-12-18,14:00,CarCrew - Vikhroli,,available,False,normal
890,2025-12-18,14:00,Bosch Car Service - Mulund,,available,False,normal
891,2025-12-18,14:00,MyCarHelpline - Kanjurmarg,,available,False,normal
892,2025-12-18,14:00,GoMechanic - Bhandup,,available,False,normal
893,2025-12-18,14:00,Autofit - Nahur,,available,False,normal
894,2025-12-18,14:00,CarFix - Vikhroli West,,available,False,normal
895,2025-12-18,14:00,GoMechanic - Andheri East,,available,False,normal
896,2025-12-18,14:00,Pitstop - Andheri West,,available,False,normal
897,2025-12-18,14:00,CarCrew - Malad West,,available,False,normal
898,2025-12-18,14:00,MyTVS - Goregaon East,,available,False,normal
899,2025-12-18,14:00,Bosch - Borivali West,,available,False,normal
900,2025-12-18,14:00,CarDekho - Kandivali,,available,True,emergency
901,2025-12-18,14:00,Pitstop - Juhu,,available,True,emergency
902,2025-12-18,14:00,GoMechanic - Santacruz,,available,True,emergency
903,2025-12-18,14:00,MyTVS - Bandra East,,available,True,emergency
904,2025-12-18,14:00,Autofit - Khar West,,available,True,emergency
905,2025-12-18,14:00,CarWale - Lokhandwala,,available,True,emergency
906,2025-12-18,14:00,CarFix - Versova,,available,True,emergency
907,2025-12-18,14:00,CarFix - Dadar,,available,True,emergency
908,2025-12-18,14:00,MyTVS - Sion,,available,True,emergency
909,2025-12-18,14:00,Bosch Car Service - Parel,,available,True,emergency
910,2025-12-18,14:00,CarDekho - Bandra West,,available,False,normal
911,2025-12-18,14:00,Pitstop - Worli,,available,False,normal
912,2025-12-18,14:00,GoMechanic - Lower Parel,,available,False,normal
913,2025-12-18,14:00,MyCarHelpline - Matunga,,available,False,normal
914,2025-12-18,14:00,CarCrew - Prabhadevi,,available,False,normal
915,2025-12-18,14:00,MyTVS - Thane West,,available,False,normal
916,2025-12-18,14:00,Bosch - Thane East,,available,False,normal
917,2025-12-18,14:00,Pitstop - Ghodbunder,,available,False,normal
918,2025-12-18,14:00,GoMechanic - Wagle Estate,,available,False,normal
919,2025-12-18,14:00,CarWale - Kalwa,,available,False,normal
920,2025-12-18,14:00,Autofit - Pokhran Road,,available,False,normal
921,2025-12-18,14:00,CarFix - Kasarvadavali,,available,False,normal
922,2025-12-18,14:00,MyTVS - Manpada,,available,False,normal
923,2025-12-18,14:00,Bosch - Vashi,,available,False,normal
924,2025-12-18,14:00,CarWale - Nerul,,available,False,normal
925,2025-12-18,14:00,Pitstop - Sanpada,,available,True,emergency
926,2025-12-18,14:00,GoMechanic - Airoli,,available,True,emergency
927,2025-12-18,14:00,MyTVS - Rabale,,available,True,emergency
928,2025-12-18,14:00,CarCrew - Ghansoli,,available,True,emergency
929,2025-12-18,14:00,Autofit - Koparkhairne,,available,True,emergency
930,2025-12-18,14:00,CarDekho - Panvel,,available,True,emergency
931,2025-12-18,14:00,Pitstop - Powai,,available,True,emergency
932,2025-12-18,14:00,GoMechanic - JVLR,,available,True,emergency
933,2025-12-18,14:00,MyCarHelpline - Hiranandani,,available,True,emergency
934,2025-12-18,14:00,CarFix - Chandivali,,available,True,emergency
935,2025-12-18,14:00,Bosch - Kurla,,available,False,normal
936,2025-12-18,14:00,CarWale - Ghatkopar West,,available,False,normal
937,2025-12-18,15:30,CarWale Service - Chembur,,available,False,normal
938,2025-12-18,15:30,GoMechanic - Chembur East,,available,False,normal
939,2025-12-18,15:30,MyTVS - Tilak Nagar,,available,False,normal
940,2025-12-18,15:30,Pitstop - Ghatkopar,,available,False,normal
941,2025-12-18,15:30,CarCrew - Vikhroli,,available,False,normal
942,2025-12-18,15:30,Bosch Car Service - Mulund,,available,False,normal
943,2025-12-18,15:30,MyCarHelpline - Kanjurmarg,,available,False,normal
944,2025-12-18,15:30,GoMechanic - Bhandup,,available,False,normal
945,2025-12-18,15:30,Autofit - Nahur,,available,False,normal
946,2025-12-18,15:30,CarFix - Vikhroli West,,available,False,normal
947,2025-12-18,15:30,GoMechanic - Andheri East,,available,False,normal
948,2025-12-18,15:30,Pitstop - Andheri West,,available,False,normal
949,2025-12-18,15:30,CarCrew - Malad West,,available,False,normal
950,2025-12-18,15:30,MyTVS - Goregaon East,,available,True,emergency
951,2025-12-18,15:30,Bosch - Borivali West,,available,True,emergency
952,2025-12-18,15:30,CarDekho - Kandivali,,available,True,emergency
953,2025-12-18,15:30,Pitstop - Juhu,,available,True,emergency
954,2025-12-18,15:30,GoMechanic - Santacruz,,available,True,emergency
955,2025-12-18,15:30,MyTVS - Bandra East,,available,True,emergency
956,2025-12-18,15:30,Autofit - Khar West,,available,True,emergency
957,2025-12-18,15:30,CarWale - Lokhandwala,,available,True,emergency
958,2025-12-18,15:30,CarFix - Versova,,available,True,emergency
959,2025-12-18,15:30,CarFix - Dadar,,available,True,emergency
960,2025-12-18,15:30,MyTVS - Sion,,available,False,normal
961,2025-12-18,15:30,Bosch Car Service - Parel,,available,False,normal
962,2025-12-18,15:30,CarDekho - Bandra West,,available,False,normal
963,2025-12-18,15:30,Pitstop - Worli,,available,False,normal
964,2025-12-18,15:30,GoMechanic - Lower Parel,,available,False,normal
965,2025-12-18,15:30,MyCarHelpline - Matunga,,available,False,normal
966,2025-12-18,15:30,CarCrew - Prabhadevi,,available,False,normal
967,2025-12-18,15:30,MyTVS - Thane West,,available,False,normal
968,2025-12-18,15:30,Bosch - Thane East,,available,False,normal
969,2025-12-18,15:30,Pitstop - Ghodbunder,,available,False,normal
970,2025-12-18,15:30,GoMechanic - Wagle Estate,,available,False,normal
971,2025-12-18,15:30,CarWale - Kalwa,,available,False,normal
972,2025-12-18,15:30,Autofit - Pokhran Road,,available,False,normal
973,2025-12-18,15:30,CarFix - Kasarvadavali,,available,False,normal
974,2025-12-18,15:30,MyTVS - Manpada,,available,False,normal
975,2025-12-18,15:30,Bosch - Vashi,,available,True,emergency
976,2025-12-18,15:30,CarWale - Nerul,,available,True,emergency
977,2025-12-18,15:30,Pitstop - Sanpada,,available,True,emergency
978,2025-12-18,15:30,GoMechanic - Airoli,,available,True,emergency
979,2025-12-18,15:30,MyTVS - Rabale,,available,True,emergency
980,2025-12-18,15:30,CarCrew - Ghansoli,,available,True,emergency
981,2025-12-18,15:30,Autofit - Koparkhairne,,available,True,emergency
982,2025-12-18,15:30,CarDekho - Panvel,,available,True,emergency
983,2025-12-18,15:30,Pitstop - Powai,,available,True,emergency
984,2025-12-18,15:30,GoMechanic - JVLR,,available,True,emergency
985,2025-12-18,15:30,MyCarHelpline - Hiranandani,,available,False,normal
986,2025-12-18,15:30,CarFix - Chandivali,,available,False,normal
987,2025-12-18,15:30,Bosch - Kurla,,available,False,normal
988,2025-12-18,15:30,CarWale - Ghatkopar West,,available,False,normal
989,2025-12-18,16:30,CarWale Service - Chembur,,available,False,normal
990,2025-12-18,16:30,GoMechanic - Chembur East,,available,False,normal
991,2025-12-18,16:30,MyTVS - Tilak Nagar,,available,False,normal
992,2025-12-18,16:30,Pitstop - Ghatkopar,,available,False,normal
993,2025-12-18,16:30,CarCrew - Vikhroli,,available,False,normal
994,2025-12-18,16:30,Bosch Car Service - Mulund,,available,False,normal
995,2025-12-18,16:30,MyCarHelpline - Kanjurmarg,,available,False,normal
996,2025-12-18,16:30,GoMechanic - Bhandup,,available,False,normal
997,2025-12-18,16:30,Autofit - Nahur,,available,False,normal
998,2025-12-18,16:30,CarFix - Vikhroli West,,available,False,normal
999,2025-12-18,16:30,GoMechanic - Andheri East,,available,False,normal
1000,2025-12-18,16:30,Pitstop - Andheri West,,available,True,emergency
1001,2025-12-18,16:30,CarCrew - Malad West,,available,True,emergency
1002,2025-12-18,16:30,MyTVS - Goregaon East,,available,True,emergency
1003,2025-12-18,16:30,Bosch - Borivali West,,available,True,emergency
1004,2025-12-18,16:30,CarDekho - Kandivali,,available,True,emergency
1005,2025-12-18,16:30,Pitstop - Juhu,,available,True,emergency
1006,2025-12-18,16:30,GoMechanic - Santacruz,,available,True,emergency
1007,2025-12-18,16:30,MyTVS - Bandra East,,available,True,emergency
1008,2025-12-18,16:30,Autofit - Khar West,,available,True,emergency
1009,2025-12-18,16:30,CarWale - Lokhandwala,,available,True,emergency
1010,2025-12-18,16:30,CarFix - Versova,,available,False,normal
1011,2025-12-18,16:30,CarFix - Dadar,,available,False,normal
1012,2025-12-18,16:30,MyTVS - Sion,,available,False,normal
1013,2025-12-18,16:30,Bosch Car Service - Parel,,available,False,normal
1014,2025-12-18,16:30,CarDekho - Bandra West,,available,False,normal
1015,2025-12-18,16:30,Pitstop - Worli,,available,False,normal
1016,2025-12-18,16:30,GoMechanic - Lower Parel,,available,False,normal
1017,2025-12-18,16:30,MyCarHelpline - Matunga,,available,False,normal
1018,2025-12-18,16:30,CarCrew - Prabhadevi,,available,False,normal
1019,2025-12-18,16:30,MyTVS - Thane West,,available,False,normal
1020,2025-12-18,16:30,Bosch - Thane East,,available,False,normal
1021,2025-12-18,16:30,Pitstop - Ghodbunder,,available,False,normal
1022,2025-12-18,16:30,GoMechanic - Wagle Estate,,available,False,normal
1023,2025-12-18,16:30,CarWale - Kalwa,,available,False,normal
1024,2025-12-18,16:30,Autofit - Pokhran Road,,available,False,normal
1025,2025-12-18,16:30,CarFix - Kasarvadavali,,available,True,emergency
1026,2025-12-18,16:30,MyTVS - Manpada,,available,True,emergency
1027,2025-12-18,16:30,Bosch - Vashi,,available,True,emergency
1028,2025-12-18,16:30,CarWale - Nerul,,available,True,emergency
1029,2025-12-18,16:30,Pitstop - Sanpada,,available,True,emergency
1030,2025-12-18,16:30,GoMechanic - Airoli,,available,True,emergency
1031,2025-12-18,16:30,MyTVS - Rabale,,available,True,emergency
1032,2025-12-18,16:30,CarCrew - Ghansoli,,available,True,emergency
1033,2025-12-18,16:30,Autofit - Koparkhairne,,available,True,emergency
1034,2025-12-18,16:30,CarDekho - Panvel,,available,True,emergency
1035,2025-12-18,16:30,Pitstop - Powai,,available,False,normal
1036,2025-12-18,16:30,GoMechanic - JVLR,,available,False,normal
1037,2025-12-18,16:30,MyCarHelpline - Hiranandani,,available,False,normal
1038,2025-12-18,16:30,CarFix - Chandivali,,available,False,normal
1039,2025-12-18,16:30,Bosch - Kurla,,available,False,normal
1040,2025-12-18,16:30,CarWale - Ghatkopar West,,available,False,normal
1041,2025-12-19,09:30,CarWale Service - Chembur,,available,False,normal
1042,2025-12-19,09:30,GoMechanic - Chembur East,,available,False,normal
1043,2025-12-19,09:30,MyTVS - Tilak Nagar,,available,False,normal
1044,2025-12-19,09:30,Pitstop - Ghatkopar,,available,False,normal
1045,2025-12-19,09:30,CarCrew - Vikhroli,,available,False,normal
1046,2025-12-19,09:30,Bosch Car Service - Mulund,,available,False,normal
1047,2025-12-19,09:30,MyCarHelpline - Kanjurmarg,,available,False,normal
1048,2025-12-19,09:30,GoMechanic - Bhandup,,available,False,normal
1049,2025-12-19,09:30,Autofit - Nahur,,available,False,normal
1050,2025-12-19,09:30,CarFix - Vikhroli West,,available,True,emergency
1051,2025-12-19,09:30,GoMechanic - Andheri East,,available,True,emergency
1052,2025-12-19,09:30,Pitstop - Andheri West,,available,True,emergency
1053,2025-12-19,09:30,CarCrew - Malad West,,available,True,emergency
1054,2025-12-19,09:30,MyTVS - Goregaon East,,available,True,emergency
1055,2025-12-19,09:30,Bosch - Borivali West,,available,True,emergency
1056,2025-12-19,09:30,CarDekho - Kandivali,,available,True,emergency
1057,2025-12-19,09:30,Pitstop - Juhu,,available,True,emergency
1058,2025-12-19,09:30,GoMechanic - Santacruz,,available,True,emergency
1059,2025-12-19,09:30,MyTVS - Bandra East,,available,True,emergency
1060,2025-12-19,09:30,Autofit - Khar West,,available,False,normal
1061,2025-12-19,09:30,CarWale - Lokhandwala,,available,False,normal
1062,2025-12-19,09:30,CarFix - Versova,,available,False,normal
1063,2025-12-19,09:30,CarFix - Dadar,,available,False,normal
1064,2025-12-19,09:30,MyTVS - Sion,,available,False,normal
1065,2025-12-19,09:30,Bosch Car Service - Parel,,available,False,normal
1066,2025-12-19,09:30,CarDekho - Bandra West,,available,False,normal
1067,2025-12-19,09:30,Pitstop - Worli,,available,False,normal
1068,2025-12-19,09:30,GoMechanic - Lower Parel,,available,False,normal
1069,2025-12-19,09:30,MyCarHelpline - Matunga,,available,False,normal
1070,2025-12-19,09:30,CarCrew - Prabhadevi,,available,False,normal
1071,2025-12-19,09:30,MyTVS - Thane West,,available,False,normal
1072,2025-12-19,09:30,Bosch - Thane East,,available,False,normal
1073,2025-12-19,09:30,Pitstop - Ghodbunder,,available,False,normal
1074,2025-12-19,09:30,GoMechanic - Wagle Estate,,available,False,normal
1075,2025-12-19,09:30,CarWale - Kalwa,,available,True,emergency
1076,2025-12-19,09:30,Autofit - Pokhran Road,,available,True,emergency
1077,2025-12-19,09:30,CarFix - Kasarvadavali,,available,True,emergency
1078,2025-12-19,09:30,MyTVS - Manpada,,available,True,emergency
1079,2025-12-19,09:30,Bosch - Vashi,,available,True,emergency
1080,2025-12-19,09:30,CarWale - Nerul,,available,True,emergency
1081,2025-12-19,09:30,Pitstop - Sanpada,,available,True,emergency
1082,2025-12-19,09:30,GoMechanic - Airoli,,available,True,emergency
1083,2025-12-19,09:30,MyTVS - Rabale,,available,True,emergency
1084,2025-12-19,09:30,CarCrew - Ghansoli,,available,True,emergency
1085,2025-12-19,09:30,Autofit - Koparkhairne,,available,False,normal
1086,2025-12-19,09:30,CarDekho - Panvel,,available,False,normal
1087,2025-12-19,09:30,Pitstop - Powai,,available,False,normal
1088,2025-12-19,09:30,GoMechanic - JVLR,,available,False,normal
1089,2025-12-19,09:30,MyCarHelpline - Hiranandani,,available,False,normal
1090,2025-12-19,09:30,CarFix - Chandivali,,available,False,normal
1091,2025-12-19,09:30,Bosch - Kurla,,available,False,normal
1092,2025-12-19,09:30,CarWale - Ghatkopar West,,available,False,normal
1093,2025-12-19,10:30,CarWale Service - Chembur,,available,False,normal
1094,2025-12-19,10:30,GoMechanic - Chembur East,,available,False,normal
1095,2025-12-19,10:30,MyTVS - Tilak Nagar,,available,False,normal
1096,2025-12-19,10:30,Pitstop - Ghatkopar,,available,False,normal
1097,2025-12-19,10:30,CarCrew - Vikhroli,,available,False,normal
1098,2025-12-19,10:30,Bosch Car Service - Mulund,,available,False,normal
1099,2025-12-19,10:30,MyCarHelpline - Kanjurmarg,,available,False,normal
1100,2025-12-19,10:30,GoMechanic - Bhandup,,available,True,emergency
1101,2025-12-19,10:30,Autofit - Nahur,,available,True,emergency
1102,2025-12-19,10:30,CarFix - Vikhroli West,,available,True,emergency
1103,2025-12-19,10:30,GoMechanic - Andheri East,,available,True,emergency
1104,2025-12-19,10:30,Pitstop - Andheri West,,available,True,emergency
1105,2025-12-19,10:30,CarCrew - Malad West,,available,True,emergency
1106,2025-12-19,10:30,MyTVS - Goregaon East,,available,True,emergency
1107,2025-12-19,10:30,Bosch - Borivali West,,available,True,emergency
1108,2025-12-19,10:30,CarDekho - Kandivali,,available,True,emergency
1109,2025-12-19,10:30,Pitstop - Juhu,,available,True,emergency
1110,2025-12-19,10:30,GoMechanic - Santacruz,,available,False,normal
1111,2025-12-19,10:30,MyTVS - Bandra East,,available,False,normal
1112,2025-12-19,10:30,Autofit - Khar West,,available,False,normal
1113,2025-12-19,10:30,CarWale - Lokhandwala,,available,False,normal
1114,2025-12-19,10:30,CarFix - Versova,,available,False,normal
1115,2025-12-19,10:30,CarFix - Dadar,,available,False,normal
1116,2025-12-19,10:30,MyTVS - Sion,,available,False,normal
1117,2025-12-19,10:30,Bosch Car Service - Parel,,available,False,normal
1118,2025-12-19,10:30,CarDekho - Bandra West,,available,False,normal
1119,2025-12-19,10:30,Pitstop - Worli,,available,False,normal
1120,2025-12-19,10:30,GoMechanic - Lower Parel,,available,False,normal
1121,2025-12-19,10:30,MyCarHelpline - Matunga,,available,False,normal
1122,2025-12-19,10:30,CarCrew - Prabhadevi,,available,False,normal
1123,2025-12-19,10:30,MyTVS - Thane West,,available,False,normal
1124,2025-12-19,10:30,Bosch - Thane East,,available,False,normal
1125,2025-12-19,10:30,Pitstop - Ghodbunder,,available,True,emergency
1126,2025-12-19,10:30,GoMechanic - Wagle Estate,,available,True,emergency
1127,2025-12-19,10:30,CarWale - Kalwa,,available,True,emergency
1128,2025-12-19,10:30,Autofit - Pokhran Road,,available,True,emergency
1129,2025-12-19,10:30,CarFix - Kasarvadavali,,available,True,emergency
1130,2025-12-19,10:30,MyTVS - Manpada,,available,True,emergency
1131,2025-12-19,10:30,Bosch - Vashi,,available,True,emergency
1132,2025-12-19,10:30,CarWale - Nerul,,available,True,emergency
1133,2025-12-19,10:30,Pitstop - Sanpada,,available,True,emergency
1134,2025-12-19,10:30,GoMechanic - Airoli,,available,True,emergency
1135,2025-12-19,10:30,MyTVS - Rabale,,available,False,normal
1136,2025-12-19,10:30,CarCrew - Ghansoli,,available,False,normal
1137,2025-12-19,10:30,Autofit - Koparkhairne,,available,False,normal
1138,2025-12-19,10:30,CarDekho - Panvel,,available,False,normal
1139,2025-12-19,10:30,Pitstop - Powai,,available,False,normal
1140,2025-12-19,10:30,GoMechanic - JVLR,,available,False,normal
1141,2025-12-19,10:30,MyCarHelpline - Hiranandani,,available,False,normal
1142,2025-12-19,10:30,CarFix - Chandivali,,available,False,normal
1143,2025-12-19,10:30,Bosch - Kurla,,available,False,normal
1144,2025-12-19,10:30,CarWale - Ghatkopar West,,available,False,normal
1145,2025-12-19,14:00,CarWale Service - Chembur,,available,False,normal
1146,2025-12-19,14:00,GoMechanic - Chembur East,,available,False,normal
1147,2025-12-19,14:00,MyTVS - Tilak Nagar,,available,False,normal
1148,2025-12-19,14:00,Pitstop - Ghatkopar,,available,False,normal
1149,2025-12-19,14:00,CarCrew - Vikhroli,,available,False,normal
1150,2025-12-19,14:00,Bosch Car Service - Mulund,,available,True,emergency
1151,2025-12-19,14:00,MyCarHelpline - Kanjurmarg,,available,True,emergency
1152,2025-12-19,14:00,GoMechanic - Bhandup,,available,True,emergency
1153,2025-12-19,14:00,Autofit - Nahur,,available,True,emergency
1154,2025-12-19,14:00,CarFix - Vikhroli West,,available,True,emergency
1155,2025-12-19,14:00,GoMechanic - Andheri East,,available,True,emergency
1156,2025-12-19,14:00,Pitstop - Andheri West,,available,True,emergency
1157,2025-12-19,14:00,CarCrew - Malad West,,available,True,emergency
1158,2025-12-19,14:00,MyTVS - Goregaon East,,available,True,emergency
1159,2025-12-19,14:00,Bosch - Borivali West,,available,True,emergency
1160,2025-12-19,14:00,CarDekho - Kandivali,,available,False,normal
1161,2025-12-19,14:00,Pitstop - Juhu,,available,False,normal
1162,2025-12-19,14:00,GoMechanic - Santacruz,,available,False,normal
1163,2025-12-19,14:00,MyTVS - Bandra East,,available,False,normal
1164,2025-12-19,14:00,Autofit - Khar West,,available,False,normal
1165,2025-12-19,14:00,CarWale - Lokhandwala,,available,False,normal
1166,2025-12-19,14:00,CarFix - Versova,,available,False,normal
1167,2025-12-19,14:00,CarFix - Dadar,,available,False,normal
1168,2025-12-19,14:00,MyTVS - Sion,,available,False,normal
1169,2025-12-19,14:00,Bosch Car Service - Parel,,available,False,normal
1170,2025-12-19,14:00,CarDekho - Bandra West,,available,False,normal
1171,2025-12-19,14:00,Pitstop - Worli,,available,False,normal
1172,2025-12-19,14:00,GoMechanic - Lower Parel,,available,False,normal
1173,2025-12-19,14:00,MyCarHelpline - Matunga,,available,False,normal
1174,2025-12-19,14:00,CarCrew - Prabhadevi,,available,False,normal
1175,2025-12-19,14:00,MyTVS - Thane West,,available,True,emergency
1176,2025-12-19,14:00,Bosch - Thane East,,available,True,emergency
1177,2025-12-19,14:00,Pitstop - Ghodbunder,,available,True,emergency
1178,2025-12-19,14:00,GoMechanic - Wagle Estate,,available,True,emergency
1179,2025-12-19,14:00,CarWale - Kalwa,,available,True,emergency
1180,2025-12-19,14:00,Autofit - Pokhran Road,,available,True,emergency
1181,2025-12-19,14:00,CarFix - Kasarvadavali,,available,True,emergency
1182,2025-12-19,14:00,MyTVS - Manpada,,available,True,emergency
1183,2025-12-19,14:00,Bosch - Vashi,,available,True,emergency
1184,2025-12-19,14:00,CarWale - Nerul,,available,True,emergency
1185,2025-12-19,14:00,Pitstop - Sanpada,,available,False,normal
1186,2025-12-19,14:00,GoMechanic - Airoli,,available,False,normal
1187,2025-12-19,14:00,MyTVS - Rabale,,available,False,normal
1188,2025-12-19,14:00,CarCrew - Ghansoli,,available,False,normal
1189,2025-12-19,14:00,Autofit - Koparkhairne,,available,False,normal
1190,2025-12-19,14:00,CarDekho - Panvel,,available,False,normal
1191,2025-12-19,14:00,Pitstop - Powai,,available,False,normal
1192,2025-12-19,14:00,GoMechanic - JVLR,,available,False,normal
1193,2025-12-19,14:00,MyCarHelpline - Hiranandani,,available,False,normal
1194,2025-12-19,14:00,CarFix - Chandivali,,available,False,normal
1195,2025-12-19,14:00,Bosch - Kurla,,available,False,normal
1196,2025-12-19,14:00,CarWale - Ghatkopar West,,available,False,normal
1197,2025-12-19,15:30,CarWale Service - Chembur,,available,False,normal
1198,2025-12-19,15:30,GoMechanic - Chembur East,,available,False,normal
1199,2025-12-19,15:30,MyTVS - Tilak Nagar,,available,False,normal
1200,2025-12-19,15:30,Pitstop - Ghatkopar,,available,True,emergency
1201,2025-12-19,15:30,CarCrew - Vikhroli,,available,True,emergency
1202,2025-12-19,15:30,Bosch Car Service - Mulund,,available,True,emergency
1203,2025-12-19,15:30,MyCarHelpline - Kanjurmarg,,available,True,emergency
1204,2025-12-19,15:30,GoMechanic - Bhandup,,available,True,emergency
1205,2025-12-19,15:30,Autofit - Nahur,,available,True,emergency
1206,2025-12-19,15:30,CarFix - Vikhroli West,,available,True,emergency
1207,2025-12-19,15:30,GoMechanic - Andheri East,,available,True,emergency
1208,2025-12-19,15:30,Pitstop - Andheri West,,available,True,emergency
1209,2025-12-19,15:30,CarCrew - Malad West,,available,True,emergency
1210,2025-12-19,15:30,MyTVS - Goregaon East,,available,False,normal
1211,2025-12-19,15:30,Bosch - Borivali West,,available,False,normal
1212,2025-12-19,15:30,CarDekho - Kandivali,,available,False,normal
1213,2025-12-19,15:30,Pitstop - Juhu,,available,False,normal
1214,2025-12-19,15:30,GoMechanic - Santacruz,,available,False,normal
1215,2025-12-19,15:30,MyTVS - Bandra East,,available,False,normal
1216,2025-12-19,15:30,Autofit - Khar West,,available,False,normal
1217,2025-12-19,15:30,CarWale - Lokhandwala,,available,False,normal
1218,2025-12-19,15:30,CarFix - Versova,,available,False,normal
1219,2025-12-19,15:30,CarFix - Dadar,,available,False,normal
1220,2025-12-19,15:30,MyTVS - Sion,,available,False,normal
1221,2025-12-19,15:30,Bosch Car Service - Parel,,available,False,normal
1222,2025-12-19,15:30,CarDekho - Bandra West,,available,False,normal
1223,2025-12-19,15:30,Pitstop - Worli,,available,False,normal
1224,2025-12-19,15:30,GoMechanic - Lower Parel,,available,False,normal
1225,2025-12-19,15:30,MyCarHelpline - Matunga,,available,True,emergency
1226,2025-12-19,15:30,CarCrew - Prabhadevi,,available,True,emergency
1227,2025-12-19,15:30,MyTVS - Thane West,,available,True,emergency
1228,2025-12-19,15:30,Bosch - Thane East,,available,True,emergency
1229,2025-12-19,15:30,Pitstop - Ghodbunder,,available,True,emergency
1230,2025-12-19,15:30,GoMechanic - Wagle Estate,,available,True,emergency
1231,2025-12-19,15:30,CarWale - Kalwa,,available,True,emergency
1232,2025-12-19,15:30,Autofit - Pokhran Road,,available,True,emergency
1233,2025-12-19,15:30,CarFix - Kasarvadavali,,available,True,emergency
1234,2025-12-19,15:30,MyTVS - Manpada,,available,True,emergency
1235,2025-12-19,15:30,Bosch - Vashi,,available,False,normal
